1|Tensión||Acosta, Miguel Angel|Argentina|Madera y metal|1.jpg|Av. De los Inmigrantes 1001 - Museum|-27.437196,-58.980025|Premio de los Niños - Concurso Milenio|||
159|Cabeza de Lynch Arribálzaga|1-9-1956|Marchese, Víctor|Argentina|Cemento|159.jpg|Av. San Martin 0 al 100|-27.455334,-58.98253||||
160|Fernando|28-1-1956|Marchese, Víctor|Argentina|Cemento recubierto en mosaico|160.jpg|Brown 350 - El Fogón de los Arrieros|-27.452444,-58.981808||||
161|Fernando|28-5-1963|Marchese, Víctor|Argentina|Bronce|161.jpg|Mitre 1|-27.450152,-58.987407||||
162|Cabeza de Juan de Dios Mena|4-4-1964|Marchese, Víctor|Argentina|Bronce|162.jpg|Frondizi 99|-27.452708,-58.986417||||
163|Tupac Amaru||Marchese, Víctor|Argentina|Madera|163.jpg|Ruta Nacional 11, Km 1003,5 - Aeropuerto Internacional Resistencia|-27.444887,-59.048416||||
165|El Naguel||Marino, Ricardo|Desconocido|Cemento|165.jpg|Arturo Illía 901|-27.459906,-58.980041||||
166|Bordoneando, Tango||Mártire, Francisco|Desconocido|Granito reconstituído|166.jpg|Av. Sarmiento 100 al 200|-27.449947,-58.985188||||
167|Místico|24-7-1995|Medina Ayllón, Juan María|España|Madera de urunday|167.jpg|Frondizi 30 - Zan-En S.R.L.|-27.452178,-58.985861|Premio del Público y Escultores - Primer Concurso Internacional de Escultura en Madera|||
168|Jasmín|28-7-1999|Modi, Mónica|Argentina|Mármol travertino|168.jpg|Mitre 141|-27.449162,-58.986206||||
169|Maternidad|0-0-1978|Monti, Alfredo|Argentina|Cemento|169.jpg|Ameghino 356|-27.457036,-58.986899||||
170|Poetisa||Monti, Alfredo|Argentina|Cemento|170.jpg|Pellegrini 272|-27.450631,-58.982377||||
171|Alfredo Pértile|00-12-89|Monzón, Jorge|Argentina|Cemento|171.jpg|Marcelo T. De Alvear 488|-27.446594,-58.989727||||
172|López Piacentini||Monzón, Jorge|Argentina|Cemento|172.jpg|Pellegrini 211|-27.451047,-58.982903||||
174|Génesis del Chaco|1-10-1962|Monsegur, Raúl|Argentina|Pidra, cemento, acetato de polivinilo|174.jpg|Plaza 25 de Mayo|-27.451962,-58.986168||||
175|Lobo de mar|31-10-1962|Isella de Motteau, Luisa Isabel|Argentina|Bronce|175.jpg|Peatonal Arturo Illía 101|-27.453537,-58.987235||||
176|La espera|19-7-1998|Nardi, Rodolfo|Argentina|Mármol travertino y metal|176.jpg|Av. De los Inmigrantes 1001 - Museum|-27.437548,-58.981683|Gran Premio de Honor|||
177|Forma y seducción||Nardi, Rodolfo|Argentina|Madera|177.jpg|Juan D. Perón  352 - Hotel Marconi|-27.449780808852324,-58.9911425113678|Primer premio - Quinto Concurso Nacional de Escultura en Madera|||
178|Flor de la Puna||Nevot, Antonio Miguel|Argentina|Bronce|178.jpg|Arturo Illía 633|-27.457578,-58.982669||||
179|Torito espacial||Nieto, Héctor|Argentina|Piedra|179.jpg|Av. San Martin 465|-27.458602,-58.98599||||
180|Serenidad||Nistal, Yan|Desconocido|Cemento|180.jpg|PellegrinI 755|-27.446777,-58.9783||||
181|La noche||Oriana, Antonio|Argentina|Cemento|182.jpg|Brown 543|-27.453856,-58.979829||||
182|Guanta no más|0-04-1997|Pacheco Enciso, Juan Ernesto|Perú|Mármol travertino|183.jpg|San Buenaventura del Monte Alto 1380|-27.433106,-58.983821||||
183|Cabeza de mujer||Pagés, Mariano|Argentina|Piedra|184.jpg|Arturo Illía 43|-27.453073,-58.987857||||
184|El mito indígena del fuego||Paladino, Constante|Desconocido|Cemento|185.jpg|Plazoleta Aldo y Efraín Boglietti|-27.445427,-58.978324||||
186|Intitulada|29-11-1996|Peralta, Daniel|Israel|Madera|186.jpg|Plaza 25 de Mayo|||||
187|Cabeza de canto al sol o El Calchaqui|10-8-1961|Perlotti, Luis|Argentina|Piedra reconstituida|187.jpg|Av. Italia 150|-27.453915,-58.980792||||
188|San Martín|14-7-1961|Perlotti, Luis|Argentina|Bronce|188.jpg|Av. Alberdi 200 al 300|-27.453365,-58.989045||||
189|Domingo Faustino Sarmiento||Perlotti, Luis|Argentina|Bronce|189.jpg|Av. Sarmiento 100 al 200|-27.450235,-58.98551||||
190|Busto de Paula Albarracín|0-0-1961|Perlotti, Luis|Argentina|Bronce|190.jpg|Plaza 25 de Mayo|-27.450686,-58.985794||||
191|Yolanda P. De Elizondo|15-7-1994|Pérez Bartolomé, Aída|España|Bronce|191.jpg|Dónovan 433|-27.451387,-58.993637||||
192|Empuje|6-10-1963|Pettoruti, Emilio|Argentina|Mosaico veneciano|192.jpg|Marcelo T. De Alvear 145 - Casa de Gobierno|-27.449202,-58.987369||||
193|Torso|18-8-1961|Pinnisi, Manuel|Argentina|Piedra reconstituida|193.jpg|Pueyrredón 226|-27.447872,-58.98629||||
194|Vuelo del Espíritu|1-7-2002|Fabriciano|Argentina|Mármol travertino y chapa naval|194.jpg|Av. Sarmiento 100 al 200|-27.449797,-58.985017||||
195|Columna ensanchándose en el centro|30-7-1999|Polacco, Ferruccio|Argentina|Acero inoxidable|195.jpg|Güemes 800|-27.445637,-58.978626||||
196|Madre nuestra|16-7-1999|Preminger, Tanya|Israel|Mármol travertino|196.jpg|Marcelo T. De Alvear 999|-27.442573,-58.994487|Premio Consalud - Primera Bienal Internacional de Escultura|||
197|Figura|14-7-1961|Puig, Vicente|Argentina|Piedra|197.jpg|Frondizi 1|-27.452047,-58.98569||||
198|Cabeza de mujer|10-7-1969|Puig, Vicente|Argentina|Mármol|198.jpg|Santa María de Oro 178|-27.451694,-58.989029||||
199|La Música||Pujía, Antonio|Argentina|Cemento|199.jpg|Juan B. Justo 42|-27.452327628841257,-58.9870548248291||||
200|Paysandú||Puyau, Amado|Argentina|Bronce|200.jpg|Pellegrini 148|-27.451704,-58.98345||||
201|Americano|27-7-1993|Quintana, Orlando|Argentina|Piedra|201.jpg|Av. Wilde 268|-27.445249,-58.988496||||
202|Familia||Reyes, Francisco|Argentina|Fibrocemento|202.jpg|Av. Belgrano 200|-27.448886,-58.992763||||
203|Los amantes|0-0-1978|Reyes, Francisco|Argentina|Cemento|203.jpg|Av. 9 de Julio 640|-27.456298,-58.98099||||
204|Maternidad||Reyes, Francisco|Argentina|Piedra reconstituida|204.jpg|Brown 351|-27.452309,-58.981576||||
205|Retoño||Reyes, Francisco|Argentina|Fibrocemento|205.jpg|Frondizi 175|-27.453261,-58.987063||||
206|Ofrenda||Reyes, Francisco|Argentina|Granito reconstituído|206.jpg|Juan B. Justo 153|-27.453087,-58.986008||||
207|Noemi||Reynal O´Connor, Rafael|Desconocido|Granito|207.jpg|José Maria Paz 181|-27.454105,-58.986259||||
209|Fuerza interior|19-7-1999|Ricardone, Víctor|Argentina|Piedra de Mar del Plata|209.jpg|Santa Fe 184|-27.448136,-58.986306||||
210|Eraclio Pérez||Ricardone, Víctor|Argentina|Cemento|210.jpg|Av. Sarmiento 800 al 900|-27.444049,-58.978633||||
211|Argentina 77||Riva, Luis|Argentina|Hierro|211.jpg|Av. Sarmiento 500 al 600|-27.446889,-58.981975||||
212|Década del 70||Riva, Luis|Argentina|Hierro|212.jpg|Av. Sarmiento 500 al 600|-27.446546,-58.981588||||
213|Lid|0-0-1978|Riva, Luis|Argentina|Chapa|213.jpg|Ruta Nacional 11, Km 1003,5 - Aeropuerto Internacional Resistencia|-27.444961,-59.048306||||
214|Rauda|0-0-1977|Riva, Luis|Argentina|Chapa|214.jpg|Ruta Nacional 11, Km 1003,5 - Aeropuerto Internacional Resistencia|-27.444932,-59.048172||||
215|De Ferrari palpita el cosmos|0-0-1976|Romano, Enrique|Argentina|Metal|215.jpg|Ruta Nacional 11, Km 1003,5 - Aeropuerto Internacional Resistencia|-27.445065,-59.048166||||
216|Cabeza de Jorge Newbery||Rodriguez, Leonardo|Argentina|Bronce|216.jpg|Av. Alberdi 282|-27.453334,-58.988868||||
217|Remolino catódico|22-6-1999|Romeo, Jorge|Italia|Mármol travertino|217.jpg|José Maria Paz 434|-27.456038,-58.988567||||
218|Maternidad||Rosemberg, Lucrecia|Argentina|Granito reconstituido|218.jpg|San Lorenzo 190|-27.458004,-58.98205||||
219|Ternura||Rosas, Betty|Argentina|Cerámica|219.jpg|Frondizi 141|-27.453096,-58.986878||||
220|Entrega||Rosas, Betty|Argentina|Cerámica|220.jpg|Pellegrini 246|-27.450842,-58.982576||||
221|Maternidad||Rosso, Mario|Desconocido|Granito|221.jpg|Brown 350 - El Fogón de los Arrieros|-27.452373,-58.981672||||
222|El colono||Rovatti, Luis|Argentina|Cemento|222.jpg|Av. Sarmiento y Av. Paraguay|-27.447215,-58.982184||||
223|Adolescentes||Saggese, Marta|Desconocido|Piedra reconstituida|223.jpg|Lopéz y Planes 667|-27.448222,-58.978169||||
224|Madre||Saggese, Marta|Desconocido|Cemento|224.jpg|Pellegrini 168|-27.451552,-58.9833||||
225|Mediodía|27-10-1961|San Luis, Nicolás de (Russo, Nicolás Antonio)|Argentina|Bronce|225.jpg|Av. Alberdi 100|-27.452028,-58.98753||||
226|La loba||Sassone, Antonio|Argentina|Fibrocemento|226.jpg|Juan D. Perón 308|-27.450204,-58.990971||||
227|Artista en descanso||Scalisi, Armando|Desconocido|Cemento|227.jpg|Pueyrredón 139|-27.448471,-58.987152||||
228|Mujer de campo|23-12-1999|Scarano, Raúl|Argentina|Mármol|228.jpg|Av. Lavalle 415|-27.441781,-58.98319||||
229|Hacherito|10-8-1961|Schenone, Carlos|Argentina|Madera de quebracho colorado|229.jpg|Brown 207|-27.45123,-58.982793||||
230|Cacique Joven|3-8-1956|Schenone, Carlos|Argentina|Madera de quebracho colorado|230.jpg|Plaza 25 de Mayo|-27.451399,-58.985882||||
231|Columna ritual|17-6-1997|Secretan, Francine|Bolivia|Mármol travertino|231.jpg|Frondizi 980|-27.459618,-58.994311||||
232|Pez guerrero|0-0-1991|Sedlacek, Wenceslao|Argentina|Bronce|232.jpg|Mitre 298|-27.447325,-58.983978||||
233|Conexión||Soans, Jaak|Estonia|Metal|233.jpg|Av. De los Inmigrantes 1001 - Museum|-27.437584,-58.981318|Premio Nuevo Banco del Chaco - Primera Bienal Internacional de Escultura|||
234|Toro||Solis, Manuel|Argentina|Acero modelado|234.jpg|Ruta Nacional 11, Km 1003,5 - Aeropuerto Internacional Resistencia|-27.445054,-59.048392||||
235|Adelfa||Solis, Manuel|Argentina|Acero modelado|235.jpg|Ruta Nacional 11, Km 1003,5 - Aeropuerto Internacional Resistencia|-27.444977,-59.048469||||
236|En busca del sol|19-7-1998|Sotelo, Walter|Argentina|Granito y metal|236.jpg|Av. De los Inmigrantes 1001 - Museum|-27.437560015367378,-58.98170423693955|Gran Premio de Honor|||
237|Trascendencia|0-0-1983|Sotelo, Walter|Argentina|Cemento|237.jpg|Los Hacheros 226|-27.460839,-58.979665||||
238|Figura||Sotelo, Walter|Argentina|Madera de algarrobo|238.jpg|Ruta Nacional 11, Km 1003,5 - Aeropuerto Internacional Resistencia|-27.444989,-59.048625||||
239|Danza||Suárez Marsal, Enrique||Piedra Reconstruida|239.jpg|Marcelo T. De Alvear 128|-27.449229,-58.986787||||
240|Maternidad||Svetlich, Oscar||Granito Reconstruido|240.jpg|Av. Wilde 30|-27.447077,-58.990598||||
242|Conciencia de la humanidad||Teeuwen, Roel|Holanda|Madera|242.jpg|Sala de Exposiciones Museum|||||
243|Tres torsos|0-0-1978|Tidone, Sepuccio|Argentina|Cemento|243.jpg|Dónovan 420|-27.451311,-58.993561||||
244|El Yupay||Toledo Guma, Nilda||Mármol reconstituido|244.jpg|Cangallo 636|-27.450645,-58.998123||||
245|(Los inmigrantes), Chaco Naciente|2-2-1978|Torre, Eddie|Argentina|Chapa|245.jpg|Av. Avalos y Av. Lavalle|-27.438526,-58.986575||||
246|General José María Paz|30-8-1985|Torre, Eddie|Argentina|Chapa batida|246.jpg|"Av. 9 de Julio 640 - E.N.S 76 ""José M. Paz"""|-27.456236,-58.981205||||
247|El Quijote|12-10-1980|Torre, Eddie|Argentina|Cemento- Metal|247.jpg|Plaza España|-27.457647,-58.986543||||
248|Maternidad||Vaira, Celestino||Cemento|248.jpg|Roque Saenz Peña 240|-27.455312,-58.986095||||
249|Madre e hijo||Vaira, Celestino||Cemento|249.jpg|Av. Italia 1265|-27.445042,-58.971228||||
250|Ausencia||Valderrey, Enrique|Argentina|Cemento|250.jpg|Córdoba 673|-27.450795,-58.974513||||
251|De la calle|7-6-1981|Valderrey, Enrique|Argentina|Cemento|251.jpg|Pellegrini 230|-27.450988,-58.982739||||
252|Figura||Valderrey, Enrique|Argentina|Cemento|252.jpg|Av. Sarmiento 600 al 700|-27.446327,-58.981216||||
253|Las puertas del alma|20-10-1999|Vallone, Susana|Argentina|Mármol travertino|253.jpg|Brown 282|-27.451761,-58.982418||||
254|Figura en la playa|27-10-1961|Vanz, Eros Rubén|Argentina|Cemento|254.jpg|Peatonal Arturo Illía 199|-27.45412,-58.986551||||
255|La amistad||Vanzo, Julio|Argentina|Mosaico veneciano|255.jpg|Brown 350 - El Fogón de los Arrieros|-27.45248,-58.981843||||
256|Homenaje a una primavera||Vega, Selva|Argentina|Cemento|256.jpg|Av. Sarmiento 200 al 300|-27.448907,-58.984048||||
257|Busto de Brown||Vergottini, Julio César|Argentina|Cemento|257.jpg|Av. Sarmiento 200 al 300|-27.449509,-58.984668||||
258|Raza madre||Vergottini, Julio César|Argentina|Bronce|258.jpg|Av. 9 de Julio 100|-27.452018,-58.985564||||
259|La conquista del monte||Vergottini, Julio César|Argentina|Bronce|259.jpg|Av. 9 de Julio 100|-27.45203,-58.985518||||
260|La ocupación de la tierra||Vergottini, Julio César|Argentina|Bronce|260.jpg|Av. 9 de Julio 100|-27.451987,-58.985572||||
261|La cosecha del algodón||Vergottini, Julio César|Argentina|Bronce|261.jpg|Av. 9 de Julio 100|-27.451997,-58.985529||||
262|Impulso vital|30-6-1999|Verhelst, Eric|Bélgica|Mármol travertino|262.jpg|Pellegrini 316|-27.450274,-58.981953|Tercer premio - Primera Bienal Internacional de Escultura|||
263|Dimensión|8-7-1997|Vildoza, Néstor|Argentina|Mármol travertino|263.jpg|Marcelo T. De Alvear 750|-27.444501,-58.992119||||
264|Natural|00-12-2002|Vildoza, Néstor|Argentina|Madera|264.jpg|Av. De los Inmigrantes 1001 - Museum|-27.436951,-58.981409|Segundo premio - Primera Trienal Nacional de Escultura en Madera|||
265|Caribe|23-6-1997|Villa Soberón, José|Cuba|Mármol travertino|265.jpg|Av. Vélez Sárfield 41|-27.456962,-58.97921|Tercer premio - Segunda Trienal Americana de Escultura|||
266|Habanera|19-7-1998|Villa Soberón, José|Cuba|Mármol travertino y metal|266.jpg|Av. De los Inmigrantes 1001 - Museum|-27.437498,-58.981589|Gran Premio de Honor|||
267|Nexo interior||Vinci, Leo|Argentina|Piedra reconstituida|267.jpg|Ruta Nacional 11, Km 1003,5 - Aeropuerto Internacional Resistencia|-27.444908,-59.048848||||
268|Liberación de la forma|0-06-1997|Viracocha Quispe, Luis Alberto|Ecuador|Mármol travertino|268.jpg|Remedios de Escalada 610|-27.44407,-58.983702||||
269|Centauro||Viola, Roberto|Argentina|Bronce|269.jpg|Av. 9 de Julio 236|-27.453035,-58.98458||||
270|Tiempo|19-7-1998|Vivern, Alfi|Brasil|Mármol travertino|270.jpg|Av. De los Inmigrantes 1001 - Museum|-27.437412,-58.981466||||
271|Mujer||Vozzo, Hilario|Argentina|Cemento|271.jpg|Av. Sarmiento 700 al 800|-27.445563,-58.980336||||
272|Joven||Zonza Briano, Pedro|Argentina|Bronce|272.jpg|Lopéz y Planes 247|-27.451516,-58.981814||||
273|Post Guerra||Andina, Emilio|Argentina|Bronce|273.jpg|Av. Paraguay 65|-27.447646,-58.981597||||
274|Mariscal Francisco Solano López|14-5-1974|Desconocido||Cemento|274.jpg|Av. Italia 500|-27.451104,-58.977801||||
275|Busto del General San Martín||Desconocido||Bronce|275.jpg|Brown 520|-27.453734,-58.980162||||
276|Bocha|0-0-1978|Bronge||Bronce|276.jpg|Dónovan 421 - Plaza 9 de Julio|-27.451328,-58.993784||||
277|Dante Alighieri|27-10-1983|Desconocido||Bronce|277.jpg|Arturo Illía 912|-27.460058,-58.980068||||
278|General San Martín||Desconocido||Bronce|278.jpg|Plaza 25 de Mayo|-27.451128,-58.986557||||
279|General Dónovan|0-0-1910|Desconocido||Bronce|279.jpg|Plaza 25 de Mayo|-27.450073,-58.986641||||
280|Guemes||Sanchez, Juan de María|Argentina|Cemento|280.jpg|Plaza 25 de Mayo|-27.451609,-58.985859||||
281|Cabeza de Alberdi|26-8-1982|Desconocido||Bronce|281.jpg|Plaza 25 de Mayo|-27.451803,-58.987061||||
282|Hipólito Yrigoyen|00-07-1998|Desconocido||Cemento|282.jpg|Plaza 25 de Mayo|-27.450914,-58.985565||||
283|La loba romana|20-9-1920|Desconocido||Piedra|283.jpg|Plaza 25 de Mayo|-27.451338,-58.985538||||
284|Venus||Callgrain||Mármol reconstituído|284.jpg|Plaza 25 de Mayo|-27.451603,-58.986778||||
285|Dorrego||Desconocido||Cemento|285.jpg|Plaza 12 de Octubre|-27.444162,-58.986561||||
286|Cazador ó Conderies D´Art Luval D´Osne||Hamar, F.|Francia|Hierro fundido|286.jpg|Plaza 25 de Mayo|-27.451723,-58.986385||||
287|Monumento al General San Martín||Tommasi, Leone|Italia|Mármol|287.jpg|Ruta Nacional 11, Km 1003,5 - Aeropuerto Internacional Resistencia|-27.44493,-59.024104||||
288|General José de San Martín||Mariscal, José||Cemento|288.jpg|Marcelo T. De Alvear 145 - Casa de Gobierno|-27.44911,-58.987269||||
289|Juan Manuel de Rosas|20-11-1973|Gómez Lollo, Humberto|Argentina|Cemento|289.jpg|Plaza 9 de Julio|-27.451076,-58.994434||||
290|Monumento al General Belgrano||Desconocido||Bronce|290.jpg|Plaza Belgrano|-27.450357,-58.97961||||
291|Madre Patria||Tommasi, Leone||Mármol|291.jpg|Av. 9 de Julio y Av. España|-27.483001,-58.950451||||
292|La guitarra del Tío Julio||Oplanich, Adriana|Argentina|Cemento|292.JPG|Av. Velez Sarfiel 100|-27.456474,-58.978386||||
293|Encuentro|00-10-2000|Fabriciano|Argentina|Metal|293.JPG|José Hernández 1800 al 1900|-27.44134,-58.963524||||
294|Pareja en la ventana|00-08-2003|Fabriciano|Argentina|Mármol travertino y granito|294.JPG|Cacique Ñaré 111|-27.434903,-58.981015||||
295|Burocracia II||Cabrera Castillo, Dolores|Argentina|Madera|295.JPG|Av. De los Inmigrantes 1001 - Museum|-27.436932,-58.981474|Primer premio - Sexto Concurso Nacional de Escultura en Madera|||
296|Eva Peron|29-6-2001|Alfredo Secreto||Bronce|296.JPG|Plaza 25 de Mayo|-27.451221,-58.987816||||
297|Homenaje a ex-combatientes de Malvinas||Fabriciano|Argentina|Granito - Marmol|297.JPG|Plaza 25 de Mayo|-27.452299,-58.986671||||
298|Busto del Gral. Don José de San Martín|17-8-2000|Desconocido||Cemento|298.JPG|Av. Rivadavia 226|-27.445406,-58.984059||||
299|Juego envolvente|20-12-1999|Polacco, Ferruccio|Argentina|Acero inoxidable|299.JPG|Av. Sarmiento y ruta Nicolas Avellaneda|-27.421921,-58.957296||||
300|Cuando cantaba el N`viké|11-7-1997|Eidman, Mimo|Argentina|Metal|300.JPG|Av. Sarmiento y ruta Nicolas Avellaneda|-27.421433,-58.957765||||
301|Espiritu Santo||Anónimo||Piedra roja|301.JPG|Brown 350 - El Fogón de los Arrieros|-27.45237,-58.981725||||
302|Tensión||Torre, Eddie|Argentina|Mosaico y cemento blanco, negro y gris.  Sobre relieve|302.JPG|Brown 350 - El Fogón de los Arrieros|-27.452463,-58.981728||||
303|Abatimiento|0-0-1978|Riva, Luis|Argentina|Chapa|303.JPG|Ruta Nacional 11, Km 1003,5 - Aeropuerto Internacional Resistencia|-27.444789,-59.048901||||
304|Beirut|00-11-2000|Basbous, Anachar|Líbano|Mármol travertino|304.JPG|Av. Lavalle 599|-27.44034,-58.984791||||
305|Dr. Perrando||Schenone, Carlos|Argentina|Madera|305.JPG|Av. 9 de Julio 1101 - Hospital Julio C. Perrando|-27.45952,-58.976562||||
306|Composición||Macchi, Aurelio|Argentina|Piedra reconstituida|306.JPG|Brown 350 - El Fogón de los Arrieros|-27.45243,-58.981768||||
307|La Ramona||Dominguez, Lorenzo||Piedra roja|307.JPG|Brown 350 - El Fogón de los Arrieros|-27.452399,-58.981683||||
309|Amantes||Fabriciano|Argentina|Madera|309.JPG|Marcelo T. De Alvear 145 - Casa de Gobierno|-27.449293,-58.987286||||
310|El pan||Sotelo, Walter|Argentina|Madera|310.JPG|Frondizi 399|-27.455031,-58.988968||||
311|Tanino||Arena, Domingo|Argentina|Madera|311.JPG|Marcelo T. De Alvear 145 - Casa de Gobierno|-27.449381,-58.987194||||
312|Sobrerrelieve de Juan B. Justo||Desconocido||Bronce|312.JPG|Juan B. Justo 10|-27.452126,-58.987274||||
313|Sonido del tiempo|0-0-2001|Fabriciano|Argentina|Metal y Resina|313.JPG|Sgto. Cabral y San Francisco Solano - Parque Ecológico Villa Prosperidad|-27.451263,-58.970455||||
314|Busto de Eva Duarte de Peron||Desconocido||Cemento|314.JPG|Av. Alberdi 200|-27.45259420846807,-58.98815184831619||||
315|Busto de Juan Domingo Peron||Desconocido||Cemento|315.JPG|Av. Alberdi 200|-27.452575167087513,-58.98817598819733||||
316|Cabeza de Aldo||Reyes, Francisco|Argentina|Bronce|316.JPG|Brown 350 - El Fogón de los Arrieros|-27.452373,-58.981774||||
317|Figura Abstracta||Marchese, Víctor|Argentina|Madera|317.JPG|Brown 350 - El Fogón de los Arrieros|-27.452435,-58.981707||||
318|Homenaje a Trento - Encuentros II||Fabriciano|Argentina|Cemento- Marmol |318.JPG|Av. Avalos 520|-27.440788,-58.988847||||
319|||Torre, Eddie|Argentina|Chapa batida|319.JPG|Marcelo T. De Alvear 145 - Casa de Gobierno|-27.449162,-58.987426||||
320|Despojamiento Cortical||Torre, Eddie|Argentina|Chapa batida|320.JPG|Marcelo T. De Alvear 84 - Casa de las Culturas |-27.449619,-58.986132||||
321|Límite|4-11-1961|Pilone, Alberto||Cemento sobre estructura de hierro|321.JPG|Brown 350 - El Fogón de los Arrieros|-27.452394,-58.981808||||
322|Figura en movimiento||Arena, Domingo|Argentina|Madera|322.JPG|Marcelo T. De Alvear 145 - Casa de Gobierno|-27.449859,-58.987256||||
